Gruppe,enthalten in,Rückgabetyp,Name,Parameter,Beschreibung
,Programm,long,XLCopyWorksheet,"long __lWorksheetSourceIndex,long __lWorksheetDestinationIndex,string __sWorksheetName","Kopiert das Worksheet vom Index(____lWorksheetSourceIndex, ) an den neuen Index(____lWorksheetDestinationIndex) mit dem neu angegebenen Namen."
,Programm,long,xlCalculationManual,,Konstante um die manuelle Excelkalkulation zu aktivieren.
,Programm,long,xlCalculationAutomatic,,Konstante um die manuelle Excelkalkulation zu deaktivieren.
,Programm,long,xlCalculationSemiautomatic,,"Konstante um Berechnung durch Excel zu automatisieren.
Änderungen in den Worksheets werden ignoriert."
,Programm,bool,XLCalculate,,Kalkuliert das gesamte Excelfile mit dem gesetzten Kalkulationsmodus (XLSetCalculationMode).
,Programm,bool,XLCalculateWorksheet,long __lWorksheetIndex,"Kalkuliert das angegebene Worksheet 
mit dem gesetzten Kalkulationsmodus (XLSetCalculationMode)."
,Programm,bool,XLSetCalculationMode,long _lCalculationMode,"Ermöglicht das Setzten des zu verwendenen Kalkulationsmodus.
Folgende Konstanten können verwendet werden:

xlCalculationManual 			
xlCalculationAutomatic 		
xlCalculationSemiautomatic"
,Programm,bool,XLSetAutoFilter,"string __sFromRange,string __sToRange","Setzt auf der Range der angegebenen Feldern einen Autofilter. Hierzu ein
Beispiel: XLSetAutoFilter(""A1"", ""B2"")."
,Programm,bool,XLInsertPicture,"string __sFileName,string __sFromRange,long __lWidth,long __lHeight,long __lLinkToFile","Fügt in der angegebenen Zelle(__sFromRange) das Bild(__sFileName) mit 
der definierten Höhe und Breite(__lWidth, __lHeight) ein. Wenn __lLinkToFile
gesetzt ist, wird das Bild auf die betreffende Datei verlinkt."
,Programm,bool,XLRunMacro,string __sMacroName,Führt das unter dem sMacroName gespeicherte Makro aus.
,Programm,string,xlNumberFormatText,,"Konstante für die XLSetNumberFormat() Funktion, um den Inhalt der 
Zellen als Text darzustellen."
,Programm,bool,XLDisableAutoFilterMode,,Deaktiviert den Autofilter auf dem aktiven Worksheet.
,Programm,bool,XLOpenXmlExcel,string __sFileName,"Öffnet eine Excel-Datei, im Gegensatzt zur XLOpenExcel Funktion treten
bei dieser Funktion keine Probleme mit der Print Area auf.

Retourniert true, wenn das File geöffnet werden konnte.

ACHTUNG: Mit XLOpenExcel () wird das geöffnete File der 'Zuletzt verwendet' Liste 
hinzugefügt und bei XLOpenXmlExcel() nicht.)"
,Programm,,XLSetValueLocal,"string __FromRange,string __ToRange,string __Value","Setzt den angegebenen Wert in den angegebenen Bereich. Es muss ein Range angegeben werden. Dieser setzt sich in der Regel aus Buchstabe (Spalte) und Zahl (Zeile) zusammen:
A1 G7

Bei variabler Verwendung der Spalten kann es mühsam sein, die Adresse zusammenzusetzen. Hierfür ist der Befehl XLGetColAdress gedacht, der unter Angabe der Spaltennummer die Spaltenadresse im Excelformat zurückgibt.

Aus 10 wird dann z.B. J
Aus 27 wird dann AA

Die Spracheinstellungen des Benutzers werden berücksichtigt."
,Programm,,XLSetValueBase,"string __FromRange,string __ToRange,string __Value","Setzt den angegebenen Wert in den angegebenen Bereich. Es muss ein Range angegeben werden. Dieser setzt sich in der Regel aus Buchstabe (Spalte) und Zahl (Zeile) zusammen:
A1 G7

Bei variabler Verwendung der Spalten kann es mühsam sein, die Adresse zusammenzusetzen. Hierfür ist der Befehl XLGetColAdress gedacht, der unter Angabe der Spaltennummer die Spaltenadresse im Excelformat zurückgibt.

Aus 10 wird dann z.B. J
Aus 27 wird dann AA

Die Spracheinstellungen des Benutzers werden nicht berücksichtigt."
,Programm,,XLSetCellValueBase,"string __FromRange,string __Value","Setzt den Wert in der angegebenen Zelle. Vereinfacht den Befehl XLSetValue dadurch, da nur eine Zelle angegeben werden muss. Die Spracheinstellungen des Benutzers werden nicht berücksichtigt."
,Programm,,XLSetCellValueLocal,"string __FromRange,string __Value","Setzt den Wert in der angegebenen Zelle. Vereinfacht den Befehl XLSetValue dadurch, da nur eine Zelle angegeben werden muss. Die Spracheinstellungen des Benutzers werden berücksichtigt."
,Programm,,xlUseSetValueLocal,,"Globale Variable für die Verwendung der benutzerspezifischen Spracheinstellungen in den Funktionen XLSetValue/XLSetCellValue (Wird anhand des Repositoryeintrags ""BGExcel -> Settings -> UseLocalSetValue"" gesetzt)."
,Programm,,VEXGetItemType,long _l_item,"Retourniert den Datentyp der angegebenen Spalte (Item). Kann mit den BG_COLUMNTYPE_XXX  Konstanten verglichen werden, um den Datentyp korrekt zu ermitteln."
,Programm,,VEXGetItemTableName,long _l_item,Retourniert den Tabellenname der angegebenen Spalte (Item).
,Programm,,VEXGetItemColumnName,long _l_item,Retourniert den Spaltenname der angegebenen Spalte (Item).
,Programm,,XLConvertPixelToColumnWidth,long __PixelValue,"Rechnet den Pixel-Wert in die Einheit der Excel-Spaltenbreite um. In Excel ist die Spaltenbreite die Anzahl '0' Zeichen welche in der Spalte Platz haben sollen, d.h. bei einer Spaltenbreite von '10' ist die Breite von '0000000000'."
,Programm,,XLConvertPixelToRowHeight,long __PixelValue,"Rechnet den Pixel-Wert in die Einheit der Excel-Zeilenhöhe um, die Einheit is Punkte. Die Formel dazu ist 'pixelValue / dpi * 72', d.h. bei DPI 96 ist 1 Punkt = 1.33 Pixel."
Dokumentverwaltung,Programm,string,OpenDocumentPreview,string _p_FilePath,"Damit kann ein Dokumentenvorschaufenster geöffnen werden.
Voraussetzung ist, dass es zum entsprechenden Dokumenttyp ein Vorschauprogramm gibt."
,Programm,bool,IsDocumentPreviewOpen,,"Mit dieser Funktion kann geprüft werden, ob die Dokumentenvorschau bereits offen ist."
,Programm,,DOKV_RESULT_PRIVATE_DOCUMENT_NOT_ACCESSIBLE,,"Wird von BGDokVGetLastResult() retourniert, wenn es sich um ein privates Dokument handelt, auf welches nicht zugegriffen werden kann."
,Programm,,BGDokVEditDocumentInformation,"long __lDokvId,string __sMasterTableName,long __lMasterPkFieldValue","Öffnet den Bearbeitungsdialog für Dokumenteninformationen (DOKV_DATA). Für das Editieren von DOKV_DATA Einträgen ist diese Funktion und nicht die Standardfunktionen (z.B. EditDVRecord) zu verwenden. So ist sichergestellt, dass die Datei korrekt umbenannt wird, wenn der Dateinamen im Dialog geändert wird."
XML,Programm,bool,BGXmlTools_ValidateFile,"string __sXmlFile,string __sXmlSchema","Prüft eine XML-File auf seine strukturelle Gültigkeit anhand einer 
Schemadatei (XSD, DTD). Der Parameter __sXmlSchema stellt dabei den Pfad 
zur Validierungsdatei dar.
Wenn dieser Parameter leer gelasen wird,  
(leerer String), wird innerhalb des XML's (erster Parameter) geprüft, 
ob eine Schema, oder eine Verknüpfung zu  einem Schema vorhanden ist. 
Falls eine vorhanden ist, wird das XML gegen diese geprüft.

Retourniert im Erfolgsfall true."
,Programm,bool,BGXmlTools_ValidateString,"string __sXmlString,string __sXmlSchema","Prüft einen XML-String auf seine strukturelle Gültigkeit anhand einer 
Schemadatei (XSD, DTD). Der Parameter __sXmlSchema stellt dabei den Pfad 
zur Validierungsdatei dar.
Wenn dieser Parameter leer gelasen wird,  
(leerer String), wird innerhalb des XML's (erster Parameter) geprüft,
 ob eine Schema, oder eine Verknüpfung zu  
einem Schema vorhanden ist. 
Falls eine vorhanden ist, wird das XML gegen diese geprüft.
Retourniert im Erfolgsfall true."
,Programm,string,BGXmlTools_GetLastMessage,,"Gibt den Status der zuletzt ausgeführten BGXml_Tools-Funktion als 
string zurück."
,Programm,bool,BGXmlTools_TransformFile,"string __sXmlFilePath,string __sXsltStyleSheet,string __sOutputFile","Transformiert das angegebene, ursprüngliche XML (__sXmlFilePath) gemäss 
der mitgegebenen Schema-Datei (__sXsltStyleSheet) in das neue XML
(__sOutputFile).

Retourniert im Erfolgsfall true"
,Programm,string,BGXmlTools_TransformString,"string __sXmlString,string __sXsltStyleSheet","Transformiert den angegebene XML-String gemäss 
der mitgegebenen Schema-Datei (__sXsltStyleSheet) in einen neuen und
retourniert diesen.

Falls die Transformation fehlschlägt, retourniert die Funktion einen Leerstring."
ReportEngine,Programm,bool,ExportCurrentReportToPDF,string __FileName,"Speichert den Bericht im PDF Format. 
Parameter:
@__FileName		string 		Der Dateiname mit vollständigem Pfad
Return:
Gibt false zurück wenn die Datei nicht erzeugt werden konnte."
,Programm,bool,ExportCurrentReportToRTF,string __FileName,"Speichert den Bericht im RTF Format. 
Parameter:
@__Filename		string		Der Dateiname mit vollständigem Pfad
Return:
Gibt false zurück wenn die Datei nicht erzeugt werden konnte."
,Programm,bool,ExportCurrentReportToDOC,string __FileName,"Speichert den Bericht im DOC Format. 
Parameter:
@__FileName		string		Der Dateiname mit vollständigem Pfad
Return:
Gibt false zurück wenn die Datei nicht erzeugt werden konnte."
,Programm,,BGGetOutputLanguage,,"Retourniert das im Druckdialog (Outputmanagement) gewählte Sprachkürzel als String.
Diese Funktion ist die Borm Script Version der CTOGetOutputLanguage(), welche innerhalb des Berichtes aus der u2lctofunctions.dll zur Verfügung steht.
ACHTUNG bei Verwendung von LOGINUSER!
Die Borm Script Funktion liefert auch bei der Verwendung von LoginUser die korrekte Sprache, im Gegensatz zur Crystal internen Funktion CTOGetOutputLanguage(), der Crystal Report kennt innerhalb den LOGINUSER leider nicht und geift die Sprache nur den Windows User ab."
BormGPE,Programm,string,GPEString,string FieldName,
,Programm,long,GPELong,string FieldName,
,Programm,double,GPEDouble,string FieldName,
,Programm,string,GPESetValue,"string FieldName,string Value",
,Programm,string,GPESetValueForced,"string FieldName,string Value",
,Programm,long,InsertObject,"long ParentNode,long AfterNode","Fügt ein neues Objekt an der angegebenen Position ein und gibt den neuen Node zurück. Der Wert des Parameter AfterNode kann auch eine der folgenden Vordefinitionen haben:
 
0        GPE_FIRST_POSITION
1        GPE_LAST_POSITIO"
,Programm,long,InsertProduct,"long ParentNode,long AfterNode","Fügt ein neues Produkt an der angegebenen Position ein und gibt den neuen Node zurück. Der Wert des Parameter AfterNode kann auch eine der folgenden Vordefinitionen haben:
 
0        GPE_FIRST_POSITION
1        GPE_LAST_POSITION"
,Programm,string,current_master_table_name,,
,Programm,string,master_table,,
,Programm,string,current_table_name,,
,Programm,long,GetNextSiblingNode,long _p_Node,Gibt den nächsten benachbarten Node als long zurück
,Programm,string,SetNodeValueForced,"long Node,string FieldName,string Value",Setzt den Wert des Datenbankfeldes wenn es gesperrt ist. Ansonsten wie SetNodeValue.
,Programm,bool,CanSetNodeValue,"long Node,string FieldName","Gibt an, ob beim aktuellen Node das angegebene Feld beschrieben werden kann"
,Programm,void,RefreshNode,long Node,Aktualisiert die Produktdaten des angegebenen Node.
,Programm,void,DeleteAllProductImages,,Löscht alle gespeicherte Produktbilder.
,Programm,bool,SaveImageBMP,string FileName,Speichert das aktuelle Bild im Format BMP ab.
,Programm,bool,SaveImageJPG,string FileName,Speichert das aktuelle Bild im Format JPG ab.
,Programm,void,DeleteNodeProductImage,long Node,Löscht das gespeicherte Produktbild des angegebenen Node.
,Programm,void,SwapSelectedNodes,"long Node1,long Node2",Tauscht die beiden Nodes in der Selektionsliste - wird für die Objektsortierung verwendet.
,Programm,long,SetCurrentNode,long Node,macht den angegebenen Node zum aktuellen
,Programm,long,InsertNode,"string __nodetype,long __parentNode,long __afterNode","Fügt eine neue Zeile mit angegebenem Zeilentyp (vorallem im GU-Mode) an der angegebenen Position ein und gibt den neuen Node zurück. Der Wert des Parameter AfterNode kann auch eine der folgenden Vordefinitionen haben:
 
0        GPE_FIRST_POSITION
1        GPE_LAST_POSITION"
,Programm,string,current_edit_field,,
,Programm,void,SetNodeJoinInfo,"long Node,string SourceTableName,long SourcePeMasterID,long SourcePeReihenfolge",Setzt die Join Verknüpfung einer Positon (Node) der GPE.
,Programm,void,PrepareCallBack,long Node,"Wenn Daten aus einem InfoView auf den Node der GPE zurückgeschrieben werden möchten, muss dies zuerst Initialisiert werden.

Diese Funktion darf ab version 30.1 nicht mehr verwendet werden"
,Programm,string,GetNodeJoinInfo,"long Node,string JoinTableName","Gibt die Join Verknüpfung einer Positon (Node) auf die angegebene Tabelle der GPE zurück.
Wenn eine Join Verknüpfung vorhanden ist, so gibt die Funktion ""PE_MASTER_ID|PE_REIHENFOLGE"" im String zurück.
Wenn keine Join Verknüpfung auf der angegebenen Tabelle vorhanden ist kommt ein Leerstring zurück """"."
,Programm,void,DelNodeJoinInfo,"long Node,string JoinTableName",Löscht die Join Verknüpfung einer Positon (Node) auf die angegebene Tabelle der GPE.
,Programm,bool,PasteNodesFromClipboard,"long __nodeToPaste,long __pastePosition,long __keepSelection","Fügt die Nodes der Zwischenablage an der angegebenen Stelle des angegebenen Node ein. Der dritte Parameter bestimmt, ob die aktuelle Selektion beibehalten werden soll."
,Programm,bool,MustSave,,"Gibt zurück, ob die aktive GPE gespeichert werden kann."
,Programm,string,GetLastGPEError,,"Mit GetLastGPEError() kann nachdem Ausführen von TransferGPEPosition der letzte Fehler abgefragt werden.
Wenn TransferGPEPosition erfolgreich ausgeführt werden konnte, wird ein leerer String retourniert."
,Programm,void,RefreshTree,,"Aktualisiert den Tree und die Folgefenster.
Funktioniert analog RefreshTouchedNodes(), 
jedoch ohne die Ribbonbar zu aktualisieren"
,Programm,string,GetModifiedNodesForCalculation,,"Gibt alle Nodes als kommaseparierte Liste zurück, die als ""geändert für die Kalkulation"" markiert wurden."
,Programm,void,AddModifiedNodeForCalculation,long __lNode,Fügt den angegebenen Node zur Liste der für die Kalkulation geänderten Nodes hinzu.
,Programm,void,RemoveModifiedNodeForCalculation,long __lNode,Entfernt den angegebenen Node aus der Liste der für die Kalkulation geänderten Nodes.
,Programm,void,RemoveAllModifiedNodesForCalculation,,Löscht die Liste der für die Kalkulation geänderten Nodes.
,Programm,,ReloadFromDatabase,,"In der GU (Generalunternehmung) Verarbeitung der GPE kann mit dieser Funktion der Beleg neu geladen werden. Achtung: Nicht gespeicherte Einträge gehen nach dem Neuladen verloren, es können nur gespeicherte Einträge neu geladen werden!"
Kalender,Programm,void,BGGridCreateKalender,cGridKalender &__cGK,Löscht im Grid alle Zeilen und Spalten und befüllt das Grid mit einem Kalender.
,Programm,void,BGGridSetSpecialBackgroundColors,"cGridKalender __cGK,long __noRow","Mit dem Aufruf dieser Funkion werden die entsprechende Zellen der
Zeile 'noRow' mit den entsprechenden Tagesfarben des Kalenders gefüllt.

WICHTIG:
	- Diese funktion muss zwingend VOR dem befüllen mit Daten
	  ausgeführt werden, da diese sonst überschrieben werden.
	- Funktioniert nur bei Samstagen, Sonntagen und Feiertagen.
	  Zur definition der Feiertage wird der Betriebskalender benutzt."
,Programm,void,BGGridChangePeriodeForward,cGridKalender &__cGK,"Mit diesen Funktionen kann im Kalender rückwärts geblättert
werden	(ähnlich wie in Outlook).

WICHTIG:
	-Nach dem Ausfühern der Funktionen muss der Kalender
	 neu geladen werden über die Funktion
	 'BGGridCreateKalender(g_cGK)'.
	-Die Periode wird automatisch ermittelt aus den
	 anfänglichen Eingabedaten."
,Programm,void,BGGridChangePeriodeBackward,cGridKalender &__cGK,"Mit diesen Funktionen kann im Kalender vorwärts geblättert
werden	(ähnlich wie in Outlook).

WICHTIG:
	-Nach dem Ausfühern der Funktionen muss der Kalender
	 neu geladen werden über die Funktion
	 'BGGridCreateKalender(g_cGK)'.
	-Die Periode wird automatisch ermittelt aus den
	 anfänglichen Eingabedaten."
,Programm,bool,BGGridKalenderSetup,cGridKalender &__cGK,"Ruft einen Auswahldialog auf mit dem die Grundlegenden
Funktionen des Kalenders einfach definiert werden
können.
Wird 'Ok' gedrückt werden die Einstellungen in der
Kalenderklasse (cGridKalender) gespeichert und es kann
damit ein Kalender erzeugt werden (mittels
BGCreatGridKalender()).
Auf 'OK' gibt die funktion TRUE zurück, sonst
FALSE.

Einzelne BEREICHE des Auswahldialogs können über die
bool Variabeln 'SetupShowXXX' ein- und ausgeschaltet
werden (Standardwert: alle true).
Einzelne DIALOGPARAMETER können über die bool Variabeln
'Show_XXX' ein- und ausgeschaltet werden (Standardwert:
alle true)."
,Programm,string,BGGridGetMonthName,long __Month,Die Funktion liefert den Monatsnamen aufgrund der Monatszahl.
,Programm,string,BGGridGetWeekDayNameShort,long _lWeekday,"Gibt die Abkürzung für den Wochentag zurück.
1 --> Mo , 7 --> So"
,Programm,string,BGGridShowSmallCalendar,"string __Titel,string __StartDate","Ruft einen kleinen Kalender auf, auf dem ein Datum ausgewählt werden kann.
Wird kein Startdatum übergeben, so wird der aktuelle Tag (today()) gewählt.
Wird kein Titel angegebe, so wird die Übrschrift ""Kalender"" gewählt."
